id_colaborador,nome,genero,nivel,data_admissao,data_promocao,salario_base,percentual_bonus,id_departamento,id_filial,id_reporta_a,processos_actifs,horas_extras_mes,score_satisfacao,home_office,status_atual
102,Bruno Souza 102,Não-binário,Júnior,2025-09-11,,3730.16,5,30,4,200,24,12,4.4,False,Ativo
103,Felipe Costa 103,Não-binário,Sócio,2017-08-06,2021-10-14,20082.32,49,10,1,,34,17,3.6,True,Ativo
104,Felipe Costa 104,Masculino,Pleno,2023-12-31,,5763.37,11,20,1,200,62,44,2.2,False,Ativo
105,Hugo Ribeiro 105,Não-binário,Pleno,2020-09-05,,7876.2,17,20,3,100,49,54,2.2,True,Desligado
106,Pedro Gomes 106,Não-binário,Júnior,22/06/2025,,4116.19,7,30,4,501,33,18,3.8,False,Ativo
107,Renata Pinto 107,Masculino,Sênior,2021-11-14,2024-11-13,10868.56,31,20,2,501,47,43,1.3,False,Desligado
108,João Lima 108,Não-binário,Júnior,2025-09-21,,4300.22,9,30,2,501,35,21,3.8,False,Ativo
109,Bruno Souza 109,Feminino,Pleno,2023-08-06,,6293.97,17,10,1,300,29,11,4.4,False,Ativo
110,Mariana Rocha 110,Não-binário,Pleno,2021-09-01,,7565.84,15,40,2,300,16,12,4.8,True,Desligado
111,Lucas Martins 111,Feminino,Júnior,2025-06-11,,"R$ 4342,48",0,30,4,400,21,14,4.8,True,Ativo
112,Tatiana Mendes 112,Masculino,Pleno,2024-01-16,2025-06-24,5978.03,10,20,2,200,57,51,1.6,False,Ativo
113,Bruno Souza 113,Feminino,Pleno,30/07/2021,2023-04-09,8028.55,16,20,3,400,53,58,1.5,False,Ativo
114,Bruno Souza 114,Masculino,Júnior,2025-08-06,,4342.73,10,30,1,100,31,5,3.4,True,Ativo
115,Samuel Teixeira 115,Masculino,Sênior,2019-01-19,2023-01-18,11750.35,30,40,3,501,26,6,,True,Ativo
116,Kamila Pereira 116,Não-binário,Pleno,2020-11-28,,7349.5,19,20,3,502,60,35,1.5,True,Desligado
117,João Lima 117,Não-binário,Pleno,2024-01-25,2026-01-11,7290.73,10,10,4,502,27,7,4.1,True,Ativo
118,Hugo Ribeiro 118,Não-binário,Pleno,2020-03-05,,7601.56,16,40,2,400,25,18,4.6,False,Desligado
119,Gabriela Almeida 119,Não-binário,Pleno,2023-02-22,,7486.68,18,10,2,502,29,13,4.4,False,Desligado
120,Hugo Ribeiro 120,Feminino,Júnior,12/10/2024,,4337.13,5,30,4,502,27,13,4.2,False,Ativo
121,Tatiana Mendes 121,Fem,Júnior,2025-11-23,,4314.79,4,30,3,400,34,4,3.8,False,Ativo
122,Gabriela Almeida 122,Feminino,Júnior,2025-07-05,,"R$ 3906,7",0,30,4,200,33,18,3.6,True,Ativo
123,Kamila Pereira 123,Masculino,Sócio,2017-04-18,2020-04-24,25823.29,40,10,1,,27,22,3.6,False,Ativo
124,Bruno Souza 124,Masculino,Sênior,2021-04-24,2024-04-23,12824.09,25,30,3,200,13,14,4.6,True,Ativo
125,João Lima 125,Feminino,Júnior,2025-08-04,,4404.17,8,30,1,100,26,10,3.5,True,Ativo
126,Olivia Barbosa 126,Não-binário,Pleno,2023-08-20,,6058.6,12,30,2,501,32,14,4.7,False,Ativo
127,Diego Santos 127,Masculino,Júnior,08/07/2024,,4972.53,4,30,1,501,22,11,4.2,False,Ativo
128,Lucas Martins 128,Não-binário,Pleno,2023-11-19,,7503.36,11,10,3,200,21,13,4.3,False,Ativo
129,Olivia Barbosa 129,Feminino,Júnior,2025-09-12,,4060.44,9,20,4,502,47,51,1.6,True,Ativo
130,Diego Santos 130,Não-binário,Pleno,2020-05-06,2022-02-10,6106.47,11,30,1,501,18,20,4.1,True,Ativo
131,Elena Rodrigues 131,Masculino,Júnior,2025-06-09,,4123.14,4,40,1,100,12,8,4.2,True,Ativo
132,Carla Oliveira 132,Não-binário,Pleno,2023-01-13,,8303.75,16,40,3,502,16,22,5.0,False,Desligado
133,Olivia Barbosa 133,Masculino,Júnior,2025-01-21,,"R$ 4063,47",2,40,3,502,29,14,4.2,False,Ativo
134,João Lima 134,Feminino,Júnior,19/04/2025,,4510.25,2,20,1,502,53,41,,False,Ativo
135,Natan Alves 135,Não-binário,Júnior,2025-09-21,,4649.08,9,10,1,100,33,3,3.6,False,Ativo
136,Samuel Teixeira 136,Fem,Pleno,2021-03-20,17/04/2022,8480.45,19,40,4,200,33,12,3.6,True,Ativo
137,Isabela Carvalho 137,Masculino,Pleno,2020-05-04,,7275.0,10,20,4,501,65,56,1.5,False,Desligado
138,Elena Rodrigues 138,Masculino,Sênior,2018-09-07,2024-09-05,10584.36,34,30,4,200,25,15,4.2,True,Ativo
139,Gabriela Almeida 139,Masculino,Sênior,2018-11-08,2021-11-07,9916.09,21,40,2,100,33,21,4.3,False,Ativo
140,Gabriela Almeida 140,Masculino,Sócio,2015-09-25,2020-03-02,25696.62,38,20,2,,67,41,1.6,False,Ativo
141,Mariana Rocha 141,Masculino,Pleno,12/08/2022,,6577.78,11,20,3,400,55,41,1.5,False,Desligado
142,Elena Rodrigues 142,Não-binário,Pleno,2020-02-03,,8304.27,15,10,2,400,24,20,4.7,True,Desligado
143,Pedro Gomes 143,Masculino,Sócio,2017-03-02,2020-05-17,22372.37,40,30,3,,14,3,4.6,False,Ativo
144,Hugo Ribeiro 144,Não-binário,Júnior,2024-03-10,,"R$ 4560,75",7,40,2,400,12,2,4.2,True,Ativo
145,Isabela Carvalho 145,Não-binário,Júnior,2025-07-02,,4966.22,8,10,1,501,16,9,3.5,True,Ativo
146,Mariana Rocha 146,Masculino,Júnior,2024-03-21,,4059.58,1,30,3,100,32,22,4.6,False,Ativo
147,Samuel Teixeira 147,Masculino,Júnior,2025-05-02,,3584.17,1,40,4,502,28,3,3.6,True,Ativo
148,Carla Oliveira 148,Feminino,Pleno,02/11/2023,2025-03-24,7190.53,13,40,3,300,16,14,4.9,False,Ativo
149,Mariana Rocha 149,Não-binário,Júnior,2025-11-24,,4844.79,1,20,2,300,58,42,2.2,False,Ativo
150,Isabela Carvalho 150,Feminino,Pleno,2024-05-23,,6971.81,20,40,3,501,33,14,3.4,False,Ativo
151,Carla Oliveira 151,Não-binário,Pleno,2020-06-17,2021-11-01,7635.03,11,30,2,300,12,11,4.0,True,Ativo
152,Felipe Costa 152,Feminino,Pleno,2022-06-01,,7164.22,19,10,2,400,22,14,3.2,False,Desligado
153,Samuel Teixeira 153,Não-binário,Júnior,2024-09-05,,4357.94,2,40,1,400,14,7,,True,Ativo
154,Lucas Martins 154,Feminino,Pleno,2021-05-30,03/10/2022,6987.41,10,30,4,300,22,21,3.9,False,Ativo
155,Vitor Xavier 155,Masculino,Sócio,11/07/2013,2019-08-19,"R$ 20513,47",47,40,3,,27,20,4.6,False,Ativo
156,Mariana Rocha 156,Masculino,Sênior,2019-01-18,2022-01-17,13987.69,20,30,4,100,26,11,4.7,True,Ativo
157,João Lima 157,Feminino,Sênior,2018-05-11,2023-05-10,13050.85,35,40,4,502,29,18,4.9,False,Ativo
158,Samuel Teixeira 158,Masculino,Pleno,2023-05-01,,5754.95,20,40,1,502,13,20,5.0,True,Desligado
159,Diego Santos 159,Masculino,Júnior,2024-01-11,,3647.91,5,40,3,501,24,16,4.6,False,Ativo
160,Pedro Gomes 160,Feminino,Júnior,2024-04-17,,3943.15,5,20,3,300,59,41,1.7,False,Ativo
161,Olivia Barbosa 161,Masculino,Sócio,2015-07-30,2018-09-09,24793.44,55,40,1,,35,9,4.1,False,Ativo
162,Natan Alves 162,Não-binário,Pleno,04/08/2022,,6715.14,10,20,3,400,51,49,1.8,True,Desligado
163,Isabela Carvalho 163,Feminino,Júnior,2025-12-21,,4713.09,3,10,2,400,26,5,3.7,False,Ativo
164,Mariana Rocha 164,Não-binário,Pleno,2023-04-17,,6555.95,20,30,4,100,22,5,3.6,False,Desligado
165,Elena Rodrigues 165,Não-binário,Júnior,2025-06-07,,4082.69,2,20,3,300,60,44,1.2,True,Desligado
166,Ana Silva 166,Masculino,Pleno,2022-09-19,,"R$ 7945,65",20,40,1,100,25,16,4.1,False,Desligado
167,Bruno Souza 167,Masculino,Pleno,2021-07-16,2022-11-08,6004.63,19,10,2,300,20,19,4.7,True,Ativo
168,Gabriela Almeida 168,Não-binário,Pleno,2022-05-20,,7990.21,14,10,4,100,14,16,4.8,True,Desligado
169,Tatiana Mendes 169,Não-binário,Júnior,06/12/2025,,4025.95,0,20,2,501,63,46,1.7,True,Desligado
170,João Lima 170,Não-binário,Pleno,2021-08-15,,8357.19,16,20,3,200,53,55,1.2,True,Desligado
171,Kamila Pereira 171,Não-binário,Júnior,2024-09-10,,4642.21,7,20,2,100,47,55,2.1,True,Desligado
172,Lucas Martins 172,Não-binário,Júnior,2025-04-10,,4925.38,10,40,3,501,34,13,,False,Ativo
173,Gabriela Almeida 173,Masculino,Sócio,2017-07-19,2021-01-13,19044.75,50,40,2,,13,5,4.3,False,Ativo
174,Felipe Costa 174,Feminino,Pleno,2022-06-22,2024-02-10,8374.1,12,40,1,100,14,22,3.8,True,Ativo
175,Mariana Rocha 175,Feminino,Pleno,2023-07-05,,7598.32,13,30,2,501,14,6,4.3,False,Ativo
176,Kamila Pereira 176,Feminino,Sênior,01/08/2021,2024-07-31,10094.79,22,40,1,200,22,13,4.8,False,Ativo
177,Elena Rodrigues 177,Não-binário,Júnior,2024-03-11,,"R$ 4295,76",9,40,2,100,33,16,4.7,False,Ativo
178,Tatiana Mendes 178,Feminino,Júnior,2025-01-28,,4027.3,8,10,2,300,31,21,4.5,True,Ativo
179,Renata Pinto 179,Feminino,Júnior,2025-09-13,,4264.28,1,10,3,100,19,17,4.3,False,Ativo
180,Elena Rodrigues 180,Masculino,Sênior,2019-03-04,2025-03-02,12932.27,20,10,3,100,12,10,3.6,False,Ativo
181,Renata Pinto 181,Não-binário,Júnior,2025-03-01,,4135.36,4,40,3,200,14,18,4.9,True,Ativo
182,Carla Oliveira 182,Não-binário,Pleno,2021-09-27,2023-09-19,8360.28,17,30,4,502,31,3,3.8,False,Ativo
183,Elena Rodrigues 183,Feminino,Júnior,19/12/2025,,3517.03,2,20,1,100,68,43,2.0,True,Desligado
184,Isabela Carvalho 184,Masculino,Sócio,2017-11-15,2020-09-12,21969.18,51,10,3,,30,7,3.9,False,Ativo
185,Diego Santos 185,Não-binário,Sócio,2014-07-24,2021-06-14,19956.41,50,30,1,,17,3,4.2,True,Ativo
186,Hugo Ribeiro 186,Masculino,Pleno,2022-05-02,,6459.81,12,40,2,100,28,3,4.9,False,Desligado
187,Kamila Pereira 187,Masculino,Pleno,2020-06-25,,5523.91,17,40,3,200,30,17,5.0,False,Desligado
188,Natan Alves 188,Feminino,Pleno,2020-02-18,,"R$ 6539,27",20,20,2,200,68,58,1.4,False,Desligado
189,Bruno Souza 189,Masculino,Júnior,2024-05-25,,4567.48,7,20,4,501,68,37,1.8,False,Ativo
190,Tatiana Mendes 190,Feminino,Sênior,08/03/2020,08/03/2023,10565.47,32,20,4,200,59,43,1.3,False,Ativo
191,Diego Santos 191,Feminino,Júnior,2024-06-17,,4174.35,7,20,1,502,53,38,,False,Ativo
192,Kamila Pereira 192,Feminino,Júnior,2024-05-31,,3636.82,0,30,1,501,24,16,4.2,False,Ativo
193,Diego Santos 193,Masculino,Júnior,2024-05-23,,3682.18,10,20,1,501,65,55,1.1,False,Desligado
194,Carla Oliveira 194,Feminino,Pleno,2021-02-08,,6830.29,10,30,1,400,13,7,4.9,True,Desligado
195,Mariana Rocha 195,Feminino,Pleno,2023-10-31,,6561.83,10,40,4,300,31,21,3.6,True,Ativo
196,Pedro Gomes 196,Não-binário,Sênior,2017-05-05,2020-05-04,10397.56,27,40,4,300,12,14,4.6,False,Ativo
197,Tatiana Mendes 197,Masculino,Sênior,26/10/2019,2024-10-24,10934.95,21,40,4,200,23,20,5.0,False,Ativo
198,Hugo Ribeiro 198,Não-binário,Sênior,2018-06-30,2021-06-29,12090.61,31,10,2,502,19,20,3.8,True,Desligado
199,Lucas Martins 199,Não-binário,Júnior,2025-08-04,,"R$ 4345,41",7,30,1,501,13,4,3.3,True,Ativo
200,Pedro Gomes 200,Não-binário,Pleno,2020-01-02,,7342.4,10,20,1,200,49,53,2.0,True,Desligado
201,Lucas Martins 201,Feminino,Pleno,2023-12-13,2025-11-16,5803.1,20,10,3,501,32,12,3.5,False,Ativo
202,Tatiana Mendes 202,Não-binário,Pleno,2020-12-25,,7701.98,19,30,2,501,17,21,3.8,False,Desligado
203,Elena Rodrigues 203,Masculino,Pleno,2021-11-09,2022-12-18,8447.14,17,20,1,100,53,41,1.3,True,Ativo
204,Ana Silva 204,Feminino,Pleno,08/04/2020,,7697.75,15,30,3,501,24,5,4.7,False,Desligado
205,Carla Oliveira 205,Masculino,Sócio,2012-05-16,2018-06-01,20734.47,47,20,2,,47,45,1.8,False,Ativo
206,Felipe Costa 206,Masculino,Sênior,2020-05-28,2026-05-27,10424.98,28,40,1,400,21,9,3.4,False,Desligado
207,Lucas Martins 207,Feminino,Júnior,2024-01-04,,4141.41,3,40,2,100,17,22,3.7,False,Ativo
208,Mariana Rocha 208,Masculino,Júnior,2025-04-27,,4233.65,5,40,1,400,17,16,3.3,False,Ativo
209,Isabela Carvalho 209,Feminino,Pleno,2023-03-01,2024-03-31,7589.41,19,40,3,501,29,3,4.7,False,Ativo
210,Hugo Ribeiro 210,Não-binário,Pleno,2022-09-02,2024-02-02,"R$ 8208,33",11,40,4,200,17,7,,True,Ativo
211,Carla Oliveira 211,Masculino,Sênior,31/10/2020,,10165.45,22,20,1,300,62,47,1.8,False,Ativo
212,Vitor Xavier 212,Não-binário,Pleno,2023-04-18,,6758.78,11,40,1,300,15,11,4.8,False,Desligado
213,Pedro Gomes 213,Masculino,Pleno,2023-03-17,,5612.4,10,40,3,400,22,9,3.3,False,Desligado
214,Kamila Pereira 214,Feminino,Júnior,2024-11-06,,3966.42,7,30,3,501,22,10,4.5,True,Ativo
215,Gabriela Almeida 215,Masculino,Sênior,2021-08-15,,13402.35,25,10,2,501,34,18,3.9,False,Ativo
216,Gabriela Almeida 216,Feminino,Júnior,2024-02-29,,3874.24,8,10,2,502,24,22,4.9,True,Ativo
217,Pedro Gomes 217,Masculino,Júnior,2025-08-31,,4169.16,1,10,2,200,21,2,3.9,True,Ativo
218,Hugo Ribeiro 218,Não-binário,Pleno,19/10/2023,2025-01-31,6728.52,12,20,2,200,50,54,2.1,False,Ativo
219,Isabela Carvalho 219,Não-binário,Sênior,2019-05-18,2025-05-16,10481.94,32,30,3,300,12,18,5.0,False,Ativo
220,Diego Santos 220,Não-binário,Pleno,2022-09-13,2023-10-15,6329.45,13,30,3,501,28,9,4.8,False,Ativo
221,Elena Rodrigues 221,Não-binário,Pleno,2024-01-17,,"R$ 6992,12",10,40,3,300,34,20,4.7,True,Ativo
222,Lucas Martins 222,Não-binário,Sênior,2019-11-05,2024-11-03,13444.23,35,20,4,200,68,52,2.1,True,Ativo
223,Lucas Martins 223,Feminino,Júnior,2024-08-16,,4616.31,1,30,1,501,27,3,4.8,False,Ativo
224,Renata Pinto 224,Feminino,Júnior,2024-05-02,,4801.25,5,10,4,400,25,20,4.8,True,Ativo
